Node Number,X Location (in),Y Location (in),Z Location (in)
22325,18.947,3.4799,0.1
22326,18.867,3.56,0.1
22327,18.867,3.48,5.e-002
22328,19.108,3.4797,0.1
22329,19.028,3.5598,0.1
22330,19.028,3.4798,5.e-002
22331,19.268,3.4795,0.1
22332,19.188,3.5596,0.1
22333,19.188,3.4796,5.e-002
22334,19.429,3.4793,0.1
22335,19.348,3.5593,0.1
22336,19.348,3.4794,5.e-002
22337,19.589,3.4791,0.1
22338,19.509,3.5591,0.1
22339,19.509,3.4792,5.e-002
22340,19.749,3.4789,0.1
22341,19.669,3.5589,0.1
22342,19.669,3.479,5.e-002
22343,19.91,3.4787,0.1
22344,19.83,3.5586,0.1
22345,19.83,3.4788,5.e-002
22346,20.07,3.4785,0.1
22347,19.99,3.5584,0.1
22348,19.99,3.4786,5.e-002
22349,20.231,3.4783,0.1
22350,20.15,3.5582,0.1
22351,20.15,3.4784,5.e-002
22352,20.391,3.4781,0.1
22353,20.311,3.5579,0.1
22354,20.311,3.4782,5.e-002
22355,20.551,3.4779,0.1
22356,20.471,3.5577,0.1
22357,20.471,3.478,5.e-002
22358,20.712,3.4777,0.1
22359,20.632,3.5575,0.1
22360,20.632,3.4778,5.e-002
22361,20.872,3.4775,0.1
22362,20.792,3.5572,0.1
22363,20.792,3.4776,5.e-002
22364,21.033,3.4773,0.1
22365,20.952,3.557,0.1
22366,20.952,3.4774,5.e-002
22367,21.193,3.4771,0.1
22368,21.113,3.5568,0.1
22369,21.113,3.4772,5.e-002
22370,21.353,3.4769,0.1
22371,21.273,3.5566,0.1
22372,21.273,3.477,5.e-002
22373,21.514,3.4768,0.1
22374,21.434,3.5563,0.1
22375,21.434,3.4769,5.e-002
22376,21.674,3.4766,0.1
22377,21.594,3.5561,0.1
22378,21.594,3.4767,5.e-002
22379,21.835,3.4764,0.1
22380,21.754,3.5559,0.1
22381,21.754,3.4765,5.e-002
22382,21.995,3.4762,0.1
22383,21.915,3.5556,0.1
22384,21.915,3.4763,5.e-002
22385,22.155,3.476,0.1
22386,22.075,3.5554,0.1
22387,22.075,3.4761,5.e-002
22388,22.316,3.4758,0.1
22389,22.236,3.5552,0.1
22390,22.236,3.4759,5.e-002
22391,22.476,3.4756,0.1
22392,22.396,3.5549,0.1
22393,22.396,3.4757,5.e-002
22394,22.637,3.4754,0.1
22395,22.556,3.5547,0.1
22396,22.556,3.4755,5.e-002
22397,22.797,3.4752,0.1
22398,22.717,3.5545,0.1
22399,22.717,3.4753,5.e-002
22400,22.957,3.475,0.1
22401,22.877,3.5542,0.1
22402,22.877,3.4751,5.e-002
22403,23.118,3.4748,0.1
22404,23.038,3.554,0.1
22405,23.038,3.4749,5.e-002
22406,23.278,3.4746,0.1
22407,23.198,3.5538,0.1
22408,23.198,3.4747,5.e-002
22409,23.439,3.4744,0.1
22410,23.358,3.5536,0.1
22411,23.358,3.4745,5.e-002
22412,23.599,3.4742,0.1
22413,23.519,3.5533,0.1
22414,23.519,3.4743,5.e-002
22415,23.759,3.474,0.1
22416,23.679,3.5531,0.1
22417,23.679,3.4741,5.e-002
22418,23.84,3.5529,0.1
22419,23.84,3.4739,5.e-002
22420,23.92,3.4738,0.1
22421,2.9073,3.6663,0.1
22422,2.8271,3.7497,0.1
22423,2.8271,3.6664,5.e-002
22424,3.0677,3.666,0.1
22425,2.9875,3.7494,0.1
22426,2.9875,3.6661,5.e-002
22427,3.2281,3.6657,0.1
22428,3.1479,3.7491,0.1
22429,3.1479,3.6659,5.e-002
22430,3.3885,3.6655,0.1
22431,3.3083,3.7488,0.1
22432,3.3083,3.6656,5.e-002
22433,3.5489,3.6652,0.1
22434,3.4687,3.7485,0.1
22435,3.4687,3.6653,5.e-002
22436,3.7093,3.665,0.1
22437,3.6291,3.7482,0.1
22438,3.6291,3.6651,5.e-002
22439,3.8697,3.6647,0.1
22440,3.7895,3.7479,0.1
22441,3.7895,3.6648,5.e-002
22442,4.0301,3.6644,0.1
22443,3.9499,3.7476,0.1
22444,3.9499,3.6646,5.e-002
22445,4.1905,3.6642,0.1
22446,4.1103,3.7473,0.1
22447,4.1103,3.6643,5.e-002
22448,4.3509,3.6639,0.1
22449,4.2707,3.747,0.1
22450,4.2707,3.664,5.e-002
22451,4.5113,3.6636,0.1
22452,4.4311,3.7467,0.1
22453,4.4311,3.6638,5.e-002
22454,4.6717,3.6634,0.1
22455,4.5915,3.7464,0.1
22456,4.5915,3.6635,5.e-002
22457,4.8321,3.6631,0.1
22458,4.7519,3.7461,0.1
22459,4.7519,3.6632,5.e-002
22460,4.9925,3.6628,0.1
22461,4.9123,3.7458,0.1
22462,4.9123,3.663,5.e-002
22463,5.1529,3.6626,0.1
22464,5.0727,3.7455,0.1
22465,5.0727,3.6627,5.e-002
22466,5.3133,3.6623,0.1
22467,5.2331,3.7453,0.1
22468,5.2331,3.6624,5.e-002
22469,5.4737,3.662,0.1
22470,5.3935,3.745,0.1
22471,5.3935,3.6622,5.e-002
22472,5.6341,3.6618,0.1
22473,5.5539,3.7447,0.1
22474,5.5539,3.6619,5.e-002
22475,5.7945,3.6615,0.1
22476,5.7143,3.7444,0.1
22477,5.7143,3.6617,5.e-002
22478,5.9549,3.6613,0.1
22479,5.8747,3.7441,0.1
22480,5.8747,3.6614,5.e-002
22481,6.1153,3.661,0.1
22482,6.0351,3.7438,0.1
22483,6.0351,3.6611,5.e-002
22484,6.2757,3.6607,0.1
22485,6.1955,3.7435,0.1
22486,6.1955,3.6609,5.e-002
22487,6.4361,3.6605,0.1
22488,6.3559,3.7432,0.1
22489,6.3559,3.6606,5.e-002
22490,6.5965,3.6602,0.1
22491,6.5163,3.7429,0.1
22492,6.5163,3.6603,5.e-002
22493,6.7569,3.6599,0.1
22494,6.6767,3.7426,0.1
22495,6.6767,3.6601,5.e-002
22496,6.9173,3.6597,0.1
22497,6.8371,3.7423,0.1
22498,6.8371,3.6598,5.e-002
22499,7.0777,3.6594,0.1
22500,6.9975,3.742,0.1
22501,6.9975,3.6595,5.e-002
22502,7.2381,3.6591,0.1
22503,7.1579,3.7417,0.1
22504,7.1579,3.6593,5.e-002
22505,7.3985,3.6589,0.1
22506,7.3183,3.7414,0.1
22507,7.3183,3.659,5.e-002
22508,7.5589,3.6586,0.1
22509,7.4787,3.7411,0.1
22510,7.4787,3.6588,5.e-002
22511,7.7193,3.6584,0.1
22512,7.6391,3.7408,0.1
22513,7.6391,3.6585,5.e-002
22514,7.8797,3.6581,0.1
22515,7.7995,3.7405,0.1
22516,7.7995,3.6582,5.e-002
22517,8.0401,3.6578,0.1
22518,7.9599,3.7402,0.1
22519,7.9599,3.658,5.e-002
22520,8.2005,3.6576,0.1
22521,8.1203,3.7399,0.1
22522,8.1203,3.6577,5.e-002
22523,8.3609,3.6573,0.1
22524,8.2807,3.7396,0.1
22525,8.2807,3.6574,5.e-002
22526,8.5213,3.657,0.1
22527,8.4411,3.7393,0.1
22528,8.4411,3.6572,5.e-002
22529,8.6817,3.6568,0.1
22530,8.6015,3.739,0.1
22531,8.6015,3.6569,5.e-002
22532,8.8421,3.6565,0.1
22533,8.7619,3.7387,0.1
22534,8.7619,3.6566,5.e-002
22535,9.0025,3.6562,0.1
22536,8.9223,3.7384,0.1
22537,8.9223,3.6564,5.e-002
22538,9.1629,3.656,0.1
22539,9.0827,3.7381,0.1
22540,9.0827,3.6561,5.e-002
22541,9.3233,3.6557,0.1
22542,9.2431,3.7378,0.1
22543,9.2431,3.6559,5.e-002
22544,9.4837,3.6555,0.1
22545,9.4035,3.7375,0.1
22546,9.4035,3.6556,5.e-002
22547,9.6441,3.6552,0.1
22548,9.5639,3.7372,0.1
22549,9.5639,3.6553,5.e-002
22550,9.8045,3.6549,0.1
22551,9.7243,3.7369,0.1
22552,9.7243,3.6551,5.e-002
22553,9.9649,3.6547,0.1
22554,9.8847,3.7366,0.1
22555,9.8847,3.6548,5.e-002
22556,10.125,3.6544,0.1
22557,10.045,3.7363,0.1
22558,10.045,3.6545,5.e-002
22559,10.286,3.6541,0.1
22560,10.206,3.7361,0.1
22561,10.206,3.6543,5.e-002
22562,10.446,3.6539,0.1
22563,10.366,3.7358,0.1
22564,10.366,3.654,5.e-002
22565,10.607,3.6536,0.1
22566,10.526,3.7355,0.1
22567,10.526,3.6537,5.e-002
22568,10.767,3.6533,0.1
22569,10.687,3.7352,0.1
22570,10.687,3.6535,5.e-002
22571,10.927,3.6531,0.1
22572,10.847,3.7349,0.1
22573,10.847,3.6532,5.e-002
22574,11.088,3.6528,0.1
22575,11.008,3.7346,0.1
22576,11.008,3.6529,5.e-002
22577,11.248,3.6526,0.1
22578,11.168,3.7343,0.1
22579,11.168,3.6527,5.e-002
22580,11.409,3.6523,0.1
22581,11.328,3.734,0.1
22582,11.328,3.6524,5.e-002
22583,11.569,3.652,0.1
22584,11.489,3.7337,0.1
22585,11.489,3.6522,5.e-002
22586,11.729,3.6518,0.1
22587,11.649,3.7334,0.1
22588,11.649,3.6519,5.e-002
22589,11.89,3.6515,0.1
22590,11.81,3.7331,0.1
22591,11.81,3.6516,5.e-002
22592,12.05,3.6512,0.1
22593,11.97,3.7328,0.1
22594,11.97,3.6514,5.e-002
22595,12.211,3.651,0.1
22596,12.13,3.7325,0.1
22597,12.13,3.6511,5.e-002
22598,12.371,3.6507,0.1
22599,12.291,3.7322,0.1
22600,12.291,3.6508,5.e-002
22601,12.531,3.6504,0.1
22602,12.451,3.7319,0.1
22603,12.451,3.6506,5.e-002
22604,12.692,3.6502,0.1
22605,12.612,3.7316,0.1
22606,12.612,3.6503,5.e-002
22607,12.852,3.6499,0.1
22608,12.772,3.7313,0.1
22609,12.772,3.65,5.e-002
22610,13.013,3.6497,0.1
22611,12.932,3.731,0.1
22612,12.932,3.6498,5.e-002
22613,13.173,3.6494,0.1
22614,13.093,3.7307,0.1
22615,13.093,3.6495,5.e-002
22616,13.333,3.6491,0.1
22617,13.253,3.7304,0.1
22618,13.253,3.6493,5.e-002
22619,13.494,3.6489,0.1
22620,13.414,3.7301,0.1
22621,13.414,3.649,5.e-002
22622,13.654,3.6486,0.1
22623,13.574,3.7298,0.1
22624,13.574,3.6487,5.e-002
22625,13.815,3.6483,0.1
22626,13.734,3.7295,0.1
22627,13.734,3.6485,5.e-002
22628,13.975,3.6481,0.1
22629,13.895,3.7292,0.1
22630,13.895,3.6482,5.e-002
22631,14.135,3.6478,0.1
22632,14.055,3.7289,0.1
22633,14.055,3.6479,5.e-002
22634,14.296,3.6475,0.1
22635,14.216,3.7286,0.1
22636,14.216,3.6477,5.e-002
22637,14.456,3.6473,0.1
22638,14.376,3.7283,0.1
22639,14.376,3.6474,5.e-002
22640,14.617,3.647,0.1
22641,14.536,3.728,0.1
22642,14.536,3.6471,5.e-002
22643,14.777,3.6467,0.1
22644,14.697,3.7277,0.1
22645,14.697,3.6469,5.e-002
22646,14.937,3.6465,0.1
22647,14.857,3.7274,0.1
22648,14.857,3.6466,5.e-002
22649,15.098,3.6462,0.1
22650,15.018,3.7271,0.1
22651,15.018,3.6464,5.e-002
22652,15.258,3.646,0.1
22653,15.178,3.7269,0.1
22654,15.178,3.6461,5.e-002
22655,15.419,3.6457,0.1
22656,15.338,3.7266,0.1
22657,15.338,3.6458,5.e-002
22658,15.579,3.6454,0.1
22659,15.499,3.7263,0.1
22660,15.499,3.6456,5.e-002
22661,15.739,3.6452,0.1
22662,15.659,3.726,0.1
22663,15.659,3.6453,5.e-002
22664,15.9,3.6449,0.1
22665,15.82,3.7257,0.1
22666,15.82,3.645,5.e-002
22667,16.06,3.6446,0.1
22668,15.98,3.7254,0.1
22669,15.98,3.6448,5.e-002
22670,16.221,3.6444,0.1
22671,16.14,3.7251,0.1
22672,16.14,3.6445,5.e-002
22673,16.381,3.6441,0.1
22674,16.301,3.7248,0.1
22675,16.301,3.6442,5.e-002
22676,16.541,3.6438,0.1
22677,16.461,3.7245,0.1
22678,16.461,3.644,5.e-002
22679,16.702,3.6436,0.1
22680,16.622,3.7242,0.1
22681,16.622,3.6437,5.e-002
22682,16.862,3.6433,0.1
22683,16.782,3.7239,0.1
22684,16.782,3.6435,5.e-002
22685,17.023,3.6431,0.1
22686,16.942,3.7236,0.1
22687,16.942,3.6432,5.e-002
22688,17.183,3.6428,0.1
22689,17.103,3.7233,0.1
22690,17.103,3.6429,5.e-002
22691,17.343,3.6425,0.1
22692,17.263,3.723,0.1
22693,17.263,3.6427,5.e-002
22694,17.504,3.6423,0.1
22695,17.424,3.7227,0.1
22696,17.424,3.6424,5.e-002
22697,17.664,3.642,0.1
22698,17.584,3.7224,0.1
22699,17.584,3.6421,5.e-002
22700,17.825,3.6417,0.1
22701,17.744,3.7221,0.1
22702,17.744,3.6419,5.e-002
22703,17.985,3.6415,0.1
22704,17.905,3.7218,0.1
22705,17.905,3.6416,5.e-002
22706,18.145,3.6412,0.1
22707,18.065,3.7215,0.1
22708,18.065,3.6413,5.e-002
22709,18.306,3.6409,0.1
22710,18.226,3.7212,0.1
22711,18.226,3.6411,5.e-002
22712,18.466,3.6407,0.1
22713,18.386,3.7209,0.1
22714,18.386,3.6408,5.e-002
22715,18.627,3.6404,0.1
22716,18.546,3.7206,0.1
22717,18.546,3.6405,5.e-002
22718,18.787,3.6402,0.1
22719,18.707,3.7203,0.1
22720,18.707,3.6403,5.e-002
22721,18.947,3.6399,0.1
22722,18.867,3.72,0.1
22723,18.867,3.64,5.e-002
22724,19.108,3.6396,0.1
22725,19.028,3.7197,0.1
22726,19.028,3.6398,5.e-002
22727,19.268,3.6394,0.1
22728,19.188,3.7194,0.1
22729,19.188,3.6395,5.e-002
22730,19.429,3.6391,0.1
22731,19.348,3.7191,0.1
22732,19.348,3.6392,5.e-002
22733,19.589,3.6388,0.1
22734,19.509,3.7188,0.1
22735,19.509,3.639,5.e-002
22736,19.749,3.6386,0.1
22737,19.669,3.7185,0.1
22738,19.669,3.6387,5.e-002
22739,19.91,3.6383,0.1
22740,19.83,3.7182,0.1
22741,19.83,3.6384,5.e-002
22742,20.07,3.638,0.1
22743,19.99,3.7179,0.1
22744,19.99,3.6382,5.e-002
22745,20.231,3.6378,0.1
22746,20.15,3.7176,0.1
22747,20.15,3.6379,5.e-002
22748,20.391,3.6375,0.1
22749,20.311,3.7174,0.1
22750,20.311,3.6376,5.e-002
22751,20.551,3.6373,0.1
22752,20.471,3.7171,0.1
22753,20.471,3.6374,5.e-002
22754,20.712,3.637,0.1
22755,20.632,3.7168,0.1
22756,20.632,3.6371,5.e-002
22757,20.872,3.6367,0.1
22758,20.792,3.7165,0.1
22759,20.792,3.6369,5.e-002
22760,21.033,3.6365,0.1
22761,20.952,3.7162,0.1
22762,20.952,3.6366,5.e-002
22763,21.193,3.6362,0.1
22764,21.113,3.7159,0.1
22765,21.113,3.6363,5.e-002
22766,21.353,3.6359,0.1
22767,21.273,3.7156,0.1
22768,21.273,3.6361,5.e-002
22769,21.514,3.6357,0.1
22770,21.434,3.7153,0.1
22771,21.434,3.6358,5.e-002
22772,21.674,3.6354,0.1
22773,21.594,3.715,0.1
22774,21.594,3.6355,5.e-002
22775,21.835,3.6351,0.1
22776,21.754,3.7147,0.1
22777,21.754,3.6353,5.e-002
22778,21.995,3.6349,0.1
22779,21.915,3.7144,0.1
22780,21.915,3.635,5.e-002
22781,22.155,3.6346,0.1
22782,22.075,3.7141,0.1
22783,22.075,3.6347,5.e-002
22784,22.316,3.6343,0.1
22785,22.236,3.7138,0.1
22786,22.236,3.6345,5.e-002
22787,22.476,3.6341,0.1
22788,22.396,3.7135,0.1
22789,22.396,3.6342,5.e-002
22790,22.637,3.6338,0.1
22791,22.556,3.7132,0.1
22792,22.556,3.634,5.e-002
22793,22.797,3.6336,0.1
22794,22.717,3.7129,0.1
22795,22.717,3.6337,5.e-002
22796,22.957,3.6333,0.1
22797,22.877,3.7126,0.1
22798,22.877,3.6334,5.e-002
22799,23.118,3.633,0.1
22800,23.038,3.7123,0.1
22801,23.038,3.6332,5.e-002
22802,23.278,3.6328,0.1
22803,23.198,3.712,0.1
22804,23.198,3.6329,5.e-002
22805,23.439,3.6325,0.1
22806,23.358,3.7117,0.1
22807,23.358,3.6326,5.e-002
22808,23.599,3.6322,0.1
22809,23.519,3.7114,0.1
22810,23.519,3.6324,5.e-002
22811,23.759,3.632,0.1
22812,23.679,3.7111,0.1
22813,23.679,3.6321,5.e-002
22814,23.84,3.7108,0.1
22815,23.84,3.6318,5.e-002
22816,23.92,3.6317,0.1
22817,2.9073,3.8328,0.1
22818,2.8271,3.9163,0.1
22819,2.8271,3.833,5.e-002
22820,3.0677,3.8325,0.1
22821,2.9875,3.9159,0.1
22822,2.9875,3.8327,5.e-002
22823,3.2281,3.8322,0.1
22824,3.1479,3.9156,0.1
22825,3.1479,3.8323,5.e-002
22826,3.3885,3.8318,0.1
22827,3.3083,3.9152,0.1
22828,3.3083,3.832,5.e-002
22829,3.5489,3.8315,0.1
22830,3.4687,3.9149,0.1
22831,3.4687,3.8317,5.e-002
22832,3.7093,3.8312,0.1
22833,3.6291,3.9145,0.1
22834,3.6291,3.8314,5.e-002
22835,3.8697,3.8309,0.1
22836,3.7895,3.9141,0.1
22837,3.7895,3.831,5.e-002
22838,4.0301,3.8305,0.1
22839,3.9499,3.9138,0.1
22840,3.9499,3.8307,5.e-002
22841,4.1905,3.8302,0.1
22842,4.1103,3.9134,0.1
22843,4.1103,3.8304,5.e-002
22844,4.3509,3.8299,0.1
22845,4.2707,3.913,0.1
22846,4.2707,3.83,5.e-002
22847,4.5113,3.8295,0.1
22848,4.4311,3.9127,0.1
22849,4.4311,3.8297,5.e-002
22850,4.6717,3.8292,0.1
22851,4.5915,3.9123,0.1
22852,4.5915,3.8294,5.e-002
22853,4.8321,3.8289,0.1
22854,4.7519,3.912,0.1
22855,4.7519,3.829,5.e-002
22856,4.9925,3.8286,0.1
22857,4.9123,3.9116,0.1
22858,4.9123,3.8287,5.e-002
22859,5.1529,3.8282,0.1
22860,5.0727,3.9112,0.1
22861,5.0727,3.8284,5.e-002
22862,5.3133,3.8279,0.1
22863,5.2331,3.9109,0.1
22864,5.2331,3.8281,5.e-002
22865,5.4737,3.8276,0.1
22866,5.3935,3.9105,0.1
22867,5.3935,3.8277,5.e-002
22868,5.6341,3.8272,0.1
22869,5.5539,3.9101,0.1
22870,5.5539,3.8274,5.e-002
22871,5.7945,3.8269,0.1
22872,5.7143,3.9098,0.1
22873,5.7143,3.8271,5.e-002
22874,5.9549,3.8266,0.1
22875,5.8747,3.9094,0.1
22876,5.8747,3.8267,5.e-002
22877,6.1153,3.8262,0.1
22878,6.0351,3.909,0.1
22879,6.0351,3.8264,5.e-002
22880,6.2757,3.8259,0.1
22881,6.1955,3.9087,0.1
22882,6.1955,3.8261,5.e-002
22883,6.4361,3.8256,0.1
22884,6.3559,3.9083,0.1
22885,6.3559,3.8257,5.e-002
22886,6.5965,3.8253,0.1
22887,6.5163,3.908,0.1
22888,6.5163,3.8254,5.e-002
22889,6.7569,3.8249,0.1
22890,6.6767,3.9076,0.1
22891,6.6767,3.8251,5.e-002
22892,6.9173,3.8246,0.1
22893,6.8371,3.9072,0.1
22894,6.8371,3.8248,5.e-002
22895,7.0777,3.8243,0.1
22896,6.9975,3.9069,0.1
22897,6.9975,3.8244,5.e-002
22898,7.2381,3.8239,0.1
22899,7.1579,3.9065,0.1
22900,7.1579,3.8241,5.e-002
22901,7.3985,3.8236,0.1
22902,7.3183,3.9061,0.1
22903,7.3183,3.8238,5.e-002
22904,7.5589,3.8233,0.1
22905,7.4787,3.9058,0.1
22906,7.4787,3.8234,5.e-002
22907,7.7193,3.8229,0.1
22908,7.6391,3.9054,0.1
22909,7.6391,3.8231,5.e-002
22910,7.8797,3.8226,0.1
22911,7.7995,3.9051,0.1
22912,7.7995,3.8228,5.e-002
22913,8.0401,3.8223,0.1
22914,7.9599,3.9047,0.1
22915,7.9599,3.8225,5.e-002
22916,8.2005,3.822,0.1
22917,8.1203,3.9043,0.1
22918,8.1203,3.8221,5.e-002
22919,8.3609,3.8216,0.1
22920,8.2807,3.904,0.1
22921,8.2807,3.8218,5.e-002
22922,8.5213,3.8213,0.1
22923,8.4411,3.9036,0.1
22924,8.4411,3.8215,5.e-002
22925,8.6817,3.821,0.1
22926,8.6015,3.9032,0.1
22927,8.6015,3.8211,5.e-002
22928,8.8421,3.8206,0.1
22929,8.7619,3.9029,0.1
22930,8.7619,3.8208,5.e-002
22931,9.0025,3.8203,0.1
22932,8.9223,3.9025,0.1
22933,8.9223,3.8205,5.e-002
22934,9.1629,3.82,0.1
22935,9.0827,3.9022,0.1
22936,9.0827,3.8201,5.e-002
22937,9.3233,3.8196,0.1
22938,9.2431,3.9018,0.1
22939,9.2431,3.8198,5.e-002
22940,9.4837,3.8193,0.1
22941,9.4035,3.9014,0.1
22942,9.4035,3.8195,5.e-002
22943,9.6441,3.819,0.1
22944,9.5639,3.9011,0.1
22945,9.5639,3.8192,5.e-002
22946,9.8045,3.8187,0.1
22947,9.7243,3.9007,0.1
22948,9.7243,3.8188,5.e-002
22949,9.9649,3.8183,0.1
22950,9.8847,3.9003,0.1
22951,9.8847,3.8185,5.e-002
22952,10.125,3.818,0.1
22953,10.045,3.9,0.1
22954,10.045,3.8182,5.e-002
22955,10.286,3.8177,0.1
22956,10.206,3.8996,0.1
22957,10.206,3.8178,5.e-002
22958,10.446,3.8173,0.1
22959,10.366,3.8993,0.1
22960,10.366,3.8175,5.e-002
22961,10.607,3.817,0.1
22962,10.526,3.8989,0.1
22963,10.526,3.8172,5.e-002
22964,10.767,3.8167,0.1
22965,10.687,3.8985,0.1
22966,10.687,3.8168,5.e-002
22967,10.927,3.8163,0.1
22968,10.847,3.8982,0.1
22969,10.847,3.8165,5.e-002
22970,11.088,3.816,0.1
22971,11.008,3.8978,0.1
22972,11.008,3.8162,5.e-002
22973,11.248,3.8157,0.1
22974,11.168,3.8974,0.1
22975,11.168,3.8159,5.e-002
22976,11.409,3.8154,0.1
22977,11.328,3.8971,0.1
22978,11.328,3.8155,5.e-002
22979,11.569,3.815,0.1
22980,11.489,3.8967,0.1
22981,11.489,3.8152,5.e-002
22982,11.729,3.8147,0.1
22983,11.649,3.8964,0.1
22984,11.649,3.8149,5.e-002
22985,11.89,3.8144,0.1
22986,11.81,3.896,0.1
22987,11.81,3.8145,5.e-002
22988,12.05,3.814,0.1
22989,11.97,3.8956,0.1
22990,11.97,3.8142,5.e-002
22991,12.211,3.8137,0.1
22992,12.13,3.8953,0.1
22993,12.13,3.8139,5.e-002
22994,12.371,3.8134,0.1
22995,12.291,3.8949,0.1
22996,12.291,3.8135,5.e-002
22997,12.531,3.8131,0.1
22998,12.451,3.8945,0.1
22999,12.451,3.8132,5.e-002
23000,12.692,3.8127,0.1
23001,12.612,3.8942,0.1
23002,12.612,3.8129,5.e-002
23003,12.852,3.8124,0.1
23004,12.772,3.8938,0.1
23005,12.772,3.8126,5.e-002
23006,13.013,3.8121,0.1
23007,12.932,3.8935,0.1
23008,12.932,3.8122,5.e-002
23009,13.173,3.8117,0.1
23010,13.093,3.8931,0.1
23011,13.093,3.8119,5.e-002
23012,13.333,3.8114,0.1
23013,13.253,3.8927,0.1
23014,13.253,3.8116,5.e-002
23015,13.494,3.8111,0.1
23016,13.414,3.8924,0.1
23017,13.414,3.8112,5.e-002
23018,13.654,3.8107,0.1
23019,13.574,3.892,0.1
23020,13.574,3.8109,5.e-002
23021,13.815,3.8104,0.1
23022,13.734,3.8916,0.1
23023,13.734,3.8106,5.e-002
23024,13.975,3.8101,0.1
23025,13.895,3.8913,0.1
23026,13.895,3.8102,5.e-002
23027,14.135,3.8098,0.1
23028,14.055,3.8909,0.1
23029,14.055,3.8099,5.e-002
23030,14.296,3.8094,0.1
23031,14.216,3.8905,0.1
23032,14.216,3.8096,5.e-002
23033,14.456,3.8091,0.1
23034,14.376,3.8902,0.1
23035,14.376,3.8093,5.e-002
23036,14.617,3.8088,0.1
23037,14.536,3.8898,0.1
23038,14.536,3.8089,5.e-002
23039,14.777,3.8084,0.1
23040,14.697,3.8895,0.1
23041,14.697,3.8086,5.e-002
23042,14.937,3.8081,0.1
23043,14.857,3.8891,0.1
23044,14.857,3.8083,5.e-002
23045,15.098,3.8078,0.1
23046,15.018,3.8887,0.1
23047,15.018,3.8079,5.e-002
23048,15.258,3.8074,0.1
23049,15.178,3.8884,0.1
23050,15.178,3.8076,5.e-002
23051,15.419,3.8071,0.1
23052,15.338,3.888,0.1
23053,15.338,3.8073,5.e-002
23054,15.579,3.8068,0.1
23055,15.499,3.8876,0.1
23056,15.499,3.807,5.e-002
23057,15.739,3.8065,0.1
23058,15.659,3.8873,0.1
23059,15.659,3.8066,5.e-002
23060,15.9,3.8061,0.1
23061,15.82,3.8869,0.1
23062,15.82,3.8063,5.e-002
23063,16.06,3.8058,0.1
23064,15.98,3.8866,0.1
23065,15.98,3.806,5.e-002
23066,16.221,3.8055,0.1
23067,16.14,3.8862,0.1
23068,16.14,3.8056,5.e-002
23069,16.381,3.8051,0.1
23070,16.301,3.8858,0.1
23071,16.301,3.8053,5.e-002
23072,16.541,3.8048,0.1
23073,16.461,3.8855,0.1
23074,16.461,3.805,5.e-002
23075,16.702,3.8045,0.1
23076,16.622,3.8851,0.1
23077,16.622,3.8046,5.e-002
23078,16.862,3.8041,0.1
23079,16.782,3.8847,0.1
23080,16.782,3.8043,5.e-002
23081,17.023,3.8038,0.1
23082,16.942,3.8844,0.1
23083,16.942,3.804,5.e-002
23084,17.183,3.8035,0.1
23085,17.103,3.884,0.1
23086,17.103,3.8037,5.e-002
23087,17.343,3.8032,0.1
23088,17.263,3.8837,0.1
23089,17.263,3.8033,5.e-002
23090,17.504,3.8028,0.1
23091,17.424,3.8833,0.1
23092,17.424,3.803,5.e-002
23093,17.664,3.8025,0.1
23094,17.584,3.8829,0.1
23095,17.584,3.8027,5.e-002
23096,17.825,3.8022,0.1
23097,17.744,3.8826,0.1
23098,17.744,3.8023,5.e-002
23099,17.985,3.8018,0.1
23100,17.905,3.8822,0.1
23101,17.905,3.802,5.e-002
23102,18.145,3.8015,0.1
23103,18.065,3.8818,0.1
23104,18.065,3.8017,5.e-002
23105,18.306,3.8012,0.1
23106,18.226,3.8815,0.1
23107,18.226,3.8013,5.e-002
23108,18.466,3.8009,0.1
23109,18.386,3.8811,0.1
23110,18.386,3.801,5.e-002
23111,18.627,3.8005,0.1
23112,18.546,3.8808,0.1
23113,18.546,3.8007,5.e-002
23114,18.787,3.8002,0.1
23115,18.707,3.8804,0.1
23116,18.707,3.8004,5.e-002
23117,18.947,3.7999,0.1
23118,18.867,3.88,0.1
23119,18.867,3.8,5.e-002
23120,19.108,3.7995,0.1
23121,19.028,3.8797,0.1
23122,19.028,3.7997,5.e-002
23123,19.268,3.7992,0.1
23124,19.188,3.8793,0.1
23125,19.188,3.7994,5.e-002
23126,19.429,3.7989,0.1
23127,19.348,3.8789,0.1
23128,19.348,3.799,5.e-002
23129,19.589,3.7985,0.1
23130,19.509,3.8786,0.1
23131,19.509,3.7987,5.e-002
23132,19.749,3.7982,0.1
23133,19.669,3.8782,0.1
23134,19.669,3.7984,5.e-002
23135,19.91,3.7979,0.1
23136,19.83,3.8779,0.1
23137,19.83,3.798,5.e-002
23138,20.07,3.7976,0.1
23139,19.99,3.8775,0.1
23140,19.99,3.7977,5.e-002
23141,20.231,3.7972,0.1
23142,20.15,3.8771,0.1
23143,20.15,3.7974,5.e-002
23144,20.391,3.7969,0.1
23145,20.311,3.8768,0.1
23146,20.311,3.7971,5.e-002
23147,20.551,3.7966,0.1
23148,20.471,3.8764,0.1
23149,20.471,3.7967,5.e-002
23150,20.712,3.7962,0.1
23151,20.632,3.876,0.1
