Node Number,X Location (in),Y Location (in),Z Location (in)
9173,21.434,1.4167,0.
9174,21.273,1.4164,0.
9175,21.113,1.4161,0.
9176,20.952,1.4158,0.
9177,20.792,1.4156,0.
9178,20.632,1.4153,0.
9179,20.471,1.415,0.
9180,20.311,1.4148,0.
9181,20.15,1.4145,0.
9182,19.99,1.4142,0.
9183,19.83,1.4139,0.
9184,19.669,1.4137,0.
9185,19.509,1.4134,0.
9186,19.348,1.4131,0.
9187,19.188,1.4128,0.
9188,19.028,1.4126,0.
9189,18.867,1.4123,0.
9190,18.707,1.412,0.
9191,18.546,1.4117,0.
9192,18.386,1.4115,0.
9193,18.226,1.4112,0.
9194,18.065,1.4109,0.
9195,17.905,1.4106,0.
9196,17.744,1.4104,0.
9197,17.584,1.4101,0.
9198,17.424,1.4098,0.
9199,17.263,1.4095,0.
9200,17.103,1.4093,0.
9201,16.942,1.409,0.
9202,16.782,1.4087,0.
9203,16.622,1.4085,0.
9204,16.461,1.4082,0.
9205,16.301,1.4079,0.
9206,16.14,1.4076,0.
9207,15.98,1.4074,0.
9208,15.82,1.4071,0.
9209,15.659,1.4068,0.
9210,15.499,1.4065,0.
9211,15.338,1.4063,0.
9212,15.178,1.406,0.
9213,15.018,1.4057,0.
9214,14.857,1.4054,0.
9215,14.697,1.4052,0.
9216,14.536,1.4049,0.
9217,14.376,1.4046,0.
9218,14.216,1.4043,0.
9219,14.055,1.4041,0.
9220,13.895,1.4038,0.
9221,13.734,1.4035,0.
9222,13.574,1.4032,0.
9223,13.414,1.403,0.
9224,13.253,1.4027,0.
9225,13.093,1.4024,0.
9226,12.932,1.4021,0.
9227,12.772,1.4019,0.
9228,12.612,1.4016,0.
9229,12.451,1.4013,0.
9230,12.291,1.4011,0.
9231,12.13,1.4008,0.
9232,11.97,1.4005,0.
9233,11.81,1.4002,0.
9234,11.649,1.4,0.
9235,11.489,1.3997,0.
9236,11.328,1.3994,0.
9237,11.168,1.3991,0.
9238,11.008,1.3989,0.
9239,10.847,1.3986,0.
9240,10.687,1.3983,0.
9241,10.526,1.398,0.
9242,10.366,1.3978,0.
9243,10.206,1.3975,0.
9244,10.045,1.3972,0.
9245,9.8847,1.3969,0.
9246,9.7243,1.3967,0.
9247,9.5639,1.3964,0.
9248,9.4035,1.3961,0.
9249,9.2431,1.3958,0.
9250,9.0827,1.3956,0.
9251,8.9223,1.3953,0.
9252,8.7619,1.395,0.
9253,8.6015,1.3948,0.
9254,8.4411,1.3945,0.
9255,8.2807,1.3942,0.
9256,8.1203,1.3939,0.
9257,7.9599,1.3937,0.
9258,7.7995,1.3934,0.
9259,7.6391,1.3931,0.
9260,7.4787,1.3928,0.
9261,7.3183,1.3926,0.
9262,7.1579,1.3923,0.
9263,6.9975,1.392,0.
9264,6.8371,1.3917,0.
9265,6.6767,1.3915,0.
9266,6.5163,1.3912,0.
9267,6.3559,1.3909,0.
9268,6.1955,1.3906,0.
9269,6.0351,1.3904,0.
9270,5.8747,1.3901,0.
9271,5.7143,1.3898,0.
9272,5.5539,1.3895,0.
9273,5.3935,1.3893,0.
9274,5.2331,1.389,0.
9275,5.0727,1.3887,0.
9276,4.9123,1.3885,0.
9277,4.7519,1.3882,0.
9278,4.5915,1.3879,0.
9279,4.4311,1.3876,0.
9280,4.2707,1.3874,0.
9281,4.1103,1.3871,0.
9282,3.9499,1.3868,0.
9283,3.7895,1.3865,0.
9284,3.6291,1.3863,0.
9285,3.4687,1.386,0.
9286,3.3083,1.3857,0.
9287,3.1479,1.3854,0.
9288,2.9875,1.3852,0.
9289,2.8271,1.3849,0.
9290,23.84,1.2629,0.
9291,23.679,1.2627,0.
9292,23.519,1.2624,0.
9293,23.358,1.2622,0.
9294,23.198,1.2619,0.
9295,23.038,1.2617,0.
9296,22.877,1.2615,0.
9297,22.717,1.2612,0.
9298,22.556,1.261,0.
9299,22.396,1.2607,0.
9300,22.236,1.2605,0.
9301,22.075,1.2602,0.
9302,21.915,1.26,0.
9303,21.754,1.2597,0.
9304,21.594,1.2595,0.
9305,21.434,1.2593,0.
9306,21.273,1.259,0.
9307,21.113,1.2588,0.
9308,20.952,1.2585,0.
9309,20.792,1.2583,0.
9310,20.632,1.258,0.
9311,20.471,1.2578,0.
9312,20.311,1.2576,0.
9313,20.15,1.2573,0.
9314,19.99,1.2571,0.
9315,19.83,1.2568,0.
9316,19.669,1.2566,0.
9317,19.509,1.2563,0.
9318,19.348,1.2561,0.
9319,19.188,1.2559,0.
9320,19.028,1.2556,0.
9321,18.867,1.2554,0.
9322,18.707,1.2551,0.
9323,18.546,1.2549,0.
9324,18.386,1.2546,0.
9325,18.226,1.2544,0.
9326,18.065,1.2541,0.
9327,17.905,1.2539,0.
9328,17.744,1.2537,0.
9329,17.584,1.2534,0.
9330,17.424,1.2532,0.
9331,17.263,1.2529,0.
9332,17.103,1.2527,0.
9333,16.942,1.2524,0.
9334,16.782,1.2522,0.
9335,16.622,1.252,0.
9336,16.461,1.2517,0.
9337,16.301,1.2515,0.
9338,16.14,1.2512,0.
9339,15.98,1.251,0.
9340,15.82,1.2507,0.
9341,15.659,1.2505,0.
9342,15.499,1.2503,0.
9343,15.338,1.25,0.
9344,15.178,1.2498,0.
9345,15.018,1.2495,0.
9346,14.857,1.2493,0.
9347,14.697,1.249,0.
9348,14.536,1.2488,0.
9349,14.376,1.2485,0.
9350,14.216,1.2483,0.
9351,14.055,1.2481,0.
9352,13.895,1.2478,0.
9353,13.734,1.2476,0.
9354,13.574,1.2473,0.
9355,13.414,1.2471,0.
9356,13.253,1.2468,0.
9357,13.093,1.2466,0.
9358,12.932,1.2464,0.
9359,12.772,1.2461,0.
9360,12.612,1.2459,0.
9361,12.451,1.2456,0.
9362,12.291,1.2454,0.
9363,12.13,1.2451,0.
9364,11.97,1.2449,0.
9365,11.81,1.2447,0.
9366,11.649,1.2444,0.
9367,11.489,1.2442,0.
9368,11.328,1.2439,0.
9369,11.168,1.2437,0.
9370,11.008,1.2434,0.
9371,10.847,1.2432,0.
9372,10.687,1.2429,0.
9373,10.526,1.2427,0.
9374,10.366,1.2425,0.
9375,10.206,1.2422,0.
9376,10.045,1.242,0.
9377,9.8847,1.2417,0.
9378,9.7243,1.2415,0.
9379,9.5639,1.2412,0.
9380,9.4035,1.241,0.
9381,9.2431,1.2408,0.
9382,9.0827,1.2405,0.
9383,8.9223,1.2403,0.
9384,8.7619,1.24,0.
9385,8.6015,1.2398,0.
9386,8.4411,1.2395,0.
9387,8.2807,1.2393,0.
9388,8.1203,1.239,0.
9389,7.9599,1.2388,0.
9390,7.7995,1.2386,0.
9391,7.6391,1.2383,0.
9392,7.4787,1.2381,0.
9393,7.3183,1.2378,0.
9394,7.1579,1.2376,0.
9395,6.9975,1.2373,0.
9396,6.8371,1.2371,0.
9397,6.6767,1.2369,0.
9398,6.5163,1.2366,0.
9399,6.3559,1.2364,0.
9400,6.1955,1.2361,0.
9401,6.0351,1.2359,0.
9402,5.8747,1.2356,0.
9403,5.7143,1.2354,0.
9404,5.5539,1.2352,0.
9405,5.3935,1.2349,0.
9406,5.2331,1.2347,0.
9407,5.0727,1.2344,0.
9408,4.9123,1.2342,0.
9409,4.7519,1.2339,0.
9410,4.5915,1.2337,0.
9411,4.4311,1.2334,0.
9412,4.2707,1.2332,0.
9413,4.1103,1.233,0.
9414,3.9499,1.2327,0.
9415,3.7895,1.2325,0.
9416,3.6291,1.2322,0.
9417,3.4687,1.232,0.
9418,3.3083,1.2317,0.
9419,3.1479,1.2315,0.
9420,2.9875,1.2313,0.
9421,2.8271,1.231,0.
9422,23.84,1.1051,0.
9423,23.679,1.1048,0.
9424,23.519,1.1046,0.
9425,23.358,1.1044,0.
9426,23.198,1.1042,0.
9427,23.038,1.104,0.
9428,22.877,1.1038,0.
9429,22.717,1.1036,0.
9430,22.556,1.1033,0.
9431,22.396,1.1031,0.
9432,22.236,1.1029,0.
9433,22.075,1.1027,0.
9434,21.915,1.1025,0.
9435,21.754,1.1023,0.
9436,21.594,1.1021,0.
9437,21.434,1.1019,0.
9438,21.273,1.1016,0.
9439,21.113,1.1014,0.
9440,20.952,1.1012,0.
9441,20.792,1.101,0.
9442,20.632,1.1008,0.
9443,20.471,1.1006,0.
9444,20.311,1.1004,0.
9445,20.15,1.1001,0.
9446,19.99,1.0999,0.
9447,19.83,1.0997,0.
9448,19.669,1.0995,0.
9449,19.509,1.0993,0.
9450,19.348,1.0991,0.
9451,19.188,1.0989,0.
9452,19.028,1.0987,0.
9453,18.867,1.0984,0.
9454,18.707,1.0982,0.
9455,18.546,1.098,0.
9456,18.386,1.0978,0.
9457,18.226,1.0976,0.
9458,18.065,1.0974,0.
9459,17.905,1.0972,0.
9460,17.744,1.097,0.
9461,17.584,1.0967,0.
9462,17.424,1.0965,0.
9463,17.263,1.0963,0.
9464,17.103,1.0961,0.
9465,16.942,1.0959,0.
9466,16.782,1.0957,0.
9467,16.622,1.0955,0.
9468,16.461,1.0952,0.
9469,16.301,1.095,0.
9470,16.14,1.0948,0.
9471,15.98,1.0946,0.
9472,15.82,1.0944,0.
9473,15.659,1.0942,0.
9474,15.499,1.094,0.
9475,15.338,1.0938,0.
9476,15.178,1.0935,0.
9477,15.018,1.0933,0.
9478,14.857,1.0931,0.
9479,14.697,1.0929,0.
9480,14.536,1.0927,0.
9481,14.376,1.0925,0.
9482,14.216,1.0923,0.
9483,14.055,1.0921,0.
9484,13.895,1.0918,0.
9485,13.734,1.0916,0.
9486,13.574,1.0914,0.
9487,13.414,1.0912,0.
9488,13.253,1.091,0.
9489,13.093,1.0908,0.
9490,12.932,1.0906,0.
9491,12.772,1.0903,0.
9492,12.612,1.0901,0.
9493,12.451,1.0899,0.
9494,12.291,1.0897,0.
9495,12.13,1.0895,0.
9496,11.97,1.0893,0.
9497,11.81,1.0891,0.
9498,11.649,1.0889,0.
9499,11.489,1.0886,0.
9500,11.328,1.0884,0.
9501,11.168,1.0882,0.
9502,11.008,1.088,0.
9503,10.847,1.0878,0.
9504,10.687,1.0876,0.
9505,10.526,1.0874,0.
9506,10.366,1.0872,0.
9507,10.206,1.0869,0.
9508,10.045,1.0867,0.
9509,9.8847,1.0865,0.
9510,9.7243,1.0863,0.
9511,9.5639,1.0861,0.
9512,9.4035,1.0859,0.
9513,9.2431,1.0857,0.
9514,9.0827,1.0854,0.
9515,8.9223,1.0852,0.
9516,8.7619,1.085,0.
9517,8.6015,1.0848,0.
9518,8.4411,1.0846,0.
9519,8.2807,1.0844,0.
9520,8.1203,1.0842,0.
9521,7.9599,1.084,0.
9522,7.7995,1.0837,0.
9523,7.6391,1.0835,0.
9524,7.4787,1.0833,0.
9525,7.3183,1.0831,0.
9526,7.1579,1.0829,0.
9527,6.9975,1.0827,0.
9528,6.8371,1.0825,0.
9529,6.6767,1.0823,0.
9530,6.5163,1.082,0.
9531,6.3559,1.0818,0.
9532,6.1955,1.0816,0.
9533,6.0351,1.0814,0.
9534,5.8747,1.0812,0.
9535,5.7143,1.081,0.
9536,5.5539,1.0808,0.
9537,5.3935,1.0805,0.
9538,5.2331,1.0803,0.
9539,5.0727,1.0801,0.
9540,4.9123,1.0799,0.
9541,4.7519,1.0797,0.
9542,4.5915,1.0795,0.
9543,4.4311,1.0793,0.
9544,4.2707,1.0791,0.
9545,4.1103,1.0788,0.
9546,3.9499,1.0786,0.
9547,3.7895,1.0784,0.
9548,3.6291,1.0782,0.
9549,3.4687,1.078,0.
9550,3.3083,1.0778,0.
9551,3.1479,1.0776,0.
9552,2.9875,1.0773,0.
9553,2.8271,1.0771,0.
9554,23.84,0.94719,0.
9555,23.679,0.947,0.
9556,23.519,0.94682,0.
9557,23.358,0.94664,0.
9558,23.198,0.94646,0.
9559,23.038,0.94627,0.
9560,22.877,0.94609,0.
9561,22.717,0.94591,0.
9562,22.556,0.94572,0.
9563,22.396,0.94554,0.
9564,22.236,0.94536,0.
9565,22.075,0.94518,0.
9566,21.915,0.94499,0.
9567,21.754,0.94481,0.
9568,21.594,0.94463,0.
9569,21.434,0.94445,0.
9570,21.273,0.94426,0.
9571,21.113,0.94408,0.
9572,20.952,0.9439,0.
9573,20.792,0.94372,0.
9574,20.632,0.94353,0.
9575,20.471,0.94335,0.
9576,20.311,0.94317,0.
9577,20.15,0.94298,0.
9578,19.99,0.9428,0.
9579,19.83,0.94262,0.
9580,19.669,0.94244,0.
9581,19.509,0.94225,0.
9582,19.348,0.94207,0.
9583,19.188,0.94189,0.
9584,19.028,0.94171,0.
9585,18.867,0.94152,0.
9586,18.707,0.94134,0.
9587,18.546,0.94116,0.
9588,18.386,0.94098,0.
9589,18.226,0.94079,0.
9590,18.065,0.94061,0.
9591,17.905,0.94043,0.
9592,17.744,0.94025,0.
9593,17.584,0.94006,0.
9594,17.424,0.93988,0.
9595,17.263,0.9397,0.
9596,17.103,0.93951,0.
9597,16.942,0.93933,0.
9598,16.782,0.93915,0.
9599,16.622,0.93897,0.
9600,16.461,0.93878,0.
9601,16.301,0.9386,0.
9602,16.14,0.93842,0.
9603,15.98,0.93824,0.
9604,15.82,0.93805,0.
9605,15.659,0.93787,0.
9606,15.499,0.93769,0.
9607,15.338,0.93751,0.
9608,15.178,0.93732,0.
9609,15.018,0.93714,0.
9610,14.857,0.93696,0.
9611,14.697,0.93678,0.
9612,14.536,0.93659,0.
9613,14.376,0.93641,0.
9614,14.216,0.93623,0.
9615,14.055,0.93604,0.
9616,13.895,0.93586,0.
9617,13.734,0.93568,0.
9618,13.574,0.9355,0.
9619,13.414,0.93531,0.
9620,13.253,0.93513,0.
9621,13.093,0.93495,0.
9622,12.932,0.93477,0.
9623,12.772,0.93458,0.
9624,12.612,0.9344,0.
9625,12.451,0.93422,0.
9626,12.291,0.93404,0.
9627,12.13,0.93385,0.
9628,11.97,0.93367,0.
9629,11.81,0.93349,0.
9630,11.649,0.9333,0.
9631,11.489,0.93312,0.
9632,11.328,0.93294,0.
9633,11.168,0.93276,0.
9634,11.008,0.93257,0.
9635,10.847,0.93239,0.
9636,10.687,0.93221,0.
9637,10.526,0.93203,0.
9638,10.366,0.93184,0.
9639,10.206,0.93166,0.
9640,10.045,0.93148,0.
9641,9.8847,0.9313,0.
9642,9.7243,0.93111,0.
9643,9.5639,0.93093,0.
9644,9.4035,0.93075,0.
9645,9.2431,0.93057,0.
9646,9.0827,0.93038,0.
9647,8.9223,0.9302,0.
9648,8.7619,0.93002,0.
9649,8.6015,0.92983,0.
9650,8.4411,0.92965,0.
9651,8.2807,0.92947,0.
9652,8.1203,0.92929,0.
9653,7.9599,0.9291,0.
9654,7.7995,0.92892,0.
9655,7.6391,0.92874,0.
9656,7.4787,0.92856,0.
9657,7.3183,0.92837,0.
9658,7.1579,0.92819,0.
9659,6.9975,0.92801,0.
9660,6.8371,0.92783,0.
9661,6.6767,0.92764,0.
9662,6.5163,0.92746,0.
9663,6.3559,0.92728,0.
9664,6.1955,0.9271,0.
9665,6.0351,0.92691,0.
9666,5.8747,0.92673,0.
9667,5.7143,0.92655,0.
9668,5.5539,0.92636,0.
9669,5.3935,0.92618,0.
9670,5.2331,0.926,0.
9671,5.0727,0.92582,0.
9672,4.9123,0.92563,0.
9673,4.7519,0.92545,0.
9674,4.5915,0.92527,0.
9675,4.4311,0.92509,0.
9676,4.2707,0.9249,0.
9677,4.1103,0.92472,0.
9678,3.9499,0.92454,0.
9679,3.7895,0.92436,0.
9680,3.6291,0.92417,0.
9681,3.4687,0.92399,0.
9682,3.3083,0.92381,0.
9683,3.1479,0.92362,0.
9684,2.9875,0.92344,0.
9685,2.8271,0.92326,0.
9686,23.84,0.78932,0.
9687,23.679,0.78917,0.
9688,23.519,0.78902,0.
9689,23.358,0.78886,0.
9690,23.198,0.78871,0.
9691,23.038,0.78856,0.
9692,22.877,0.78841,0.
9693,22.717,0.78826,0.
9694,22.556,0.7881,0.
9695,22.396,0.78795,0.
9696,22.236,0.7878,0.
9697,22.075,0.78765,0.
9698,21.915,0.7875,0.
9699,21.754,0.78734,0.
9700,21.594,0.78719,0.
9701,21.434,0.78704,0.
9702,21.273,0.78689,0.
9703,21.113,0.78673,0.
9704,20.952,0.78658,0.
9705,20.792,0.78643,0.
9706,20.632,0.78628,0.
9707,20.471,0.78613,0.
9708,20.311,0.78597,0.
9709,20.15,0.78582,0.
9710,19.99,0.78567,0.
9711,19.83,0.78552,0.
9712,19.669,0.78536,0.
9713,19.509,0.78521,0.
9714,19.348,0.78506,0.
9715,19.188,0.78491,0.
9716,19.028,0.78476,0.
9717,18.867,0.7846,0.
9718,18.707,0.78445,0.
9719,18.546,0.7843,0.
9720,18.386,0.78415,0.
9721,18.226,0.78399,0.
9722,18.065,0.78384,0.
9723,17.905,0.78369,0.
9724,17.744,0.78354,0.
9725,17.584,0.78339,0.
9726,17.424,0.78323,0.
9727,17.263,0.78308,0.
9728,17.103,0.78293,0.
9729,16.942,0.78278,0.
9730,16.782,0.78262,0.
9731,16.622,0.78247,0.
9732,16.461,0.78232,0.
9733,16.301,0.78217,0.
9734,16.14,0.78202,0.
9735,15.98,0.78186,0.
9736,15.82,0.78171,0.
9737,15.659,0.78156,0.
9738,15.499,0.78141,0.
9739,15.338,0.78125,0.
9740,15.178,0.7811,0.
9741,15.018,0.78095,0.
9742,14.857,0.7808,0.
9743,14.697,0.78065,0.
9744,14.536,0.78049,0.
9745,14.376,0.78034,0.
9746,14.216,0.78019,0.
9747,14.055,0.78004,0.
9748,13.895,0.77988,0.
9749,13.734,0.77973,0.
9750,13.574,0.77958,0.
9751,13.414,0.77943,0.
9752,13.253,0.77928,0.
9753,13.093,0.77912,0.
9754,12.932,0.77897,0.
9755,12.772,0.77882,0.
9756,12.612,0.77867,0.
9757,12.451,0.77852,0.
9758,12.291,0.77836,0.
9759,12.13,0.77821,0.
9760,11.97,0.77806,0.
9761,11.81,0.77791,0.
9762,11.649,0.77775,0.
9763,11.489,0.7776,0.
9764,11.328,0.77745,0.
9765,11.168,0.7773,0.
9766,11.008,0.77715,0.
9767,10.847,0.77699,0.
9768,10.687,0.77684,0.
9769,10.526,0.77669,0.
9770,10.366,0.77654,0.
9771,10.206,0.77638,0.
9772,10.045,0.77623,0.
9773,9.8847,0.77608,0.
9774,9.7243,0.77593,0.
9775,9.5639,0.77578,0.
9776,9.4035,0.77562,0.
9777,9.2431,0.77547,0.
9778,9.0827,0.77532,0.
9779,8.9223,0.77517,0.
9780,8.7619,0.77501,0.
9781,8.6015,0.77486,0.
9782,8.4411,0.77471,0.
9783,8.2807,0.77456,0.
9784,8.1203,0.77441,0.
9785,7.9599,0.77425,0.
9786,7.7995,0.7741,0.
9787,7.6391,0.77395,0.
9788,7.4787,0.7738,0.
9789,7.3183,0.77364,0.
9790,7.1579,0.77349,0.
9791,6.9975,0.77334,0.
9792,6.8371,0.77319,0.
9793,6.6767,0.77304,0.
9794,6.5163,0.77288,0.
9795,6.3559,0.77273,0.
9796,6.1955,0.77258,0.
9797,6.0351,0.77243,0.
9798,5.8747,0.77227,0.
9799,5.7143,0.77212,0.
9800,5.5539,0.77197,0.
9801,5.3935,0.77182,0.
9802,5.2331,0.77167,0.
9803,5.0727,0.77151,0.
9804,4.9123,0.77136,0.
9805,4.7519,0.77121,0.
9806,4.5915,0.77106,0.
9807,4.4311,0.77091,0.
9808,4.2707,0.77075,0.
9809,4.1103,0.7706,0.
9810,3.9499,0.77045,0.
9811,3.7895,0.7703,0.
9812,3.6291,0.77014,0.
9813,3.4687,0.76999,0.
9814,3.3083,0.76984,0.
9815,3.1479,0.76969,0.
9816,2.9875,0.76954,0.
9817,2.8271,0.76938,0.
9818,23.84,0.63146,0.
9819,23.679,0.63134,0.
9820,23.519,0.63121,0.
9821,23.358,0.63109,0.
9822,23.198,0.63097,0.
9823,23.038,0.63085,0.
9824,22.877,0.63073,0.
9825,22.717,0.6306,0.
9826,22.556,0.63048,0.
9827,22.396,0.63036,0.
9828,22.236,0.63024,0.
9829,22.075,0.63012,0.
9830,21.915,0.63,0.
9831,21.754,0.62987,0.
9832,21.594,0.62975,0.
9833,21.434,0.62963,0.
9834,21.273,0.62951,0.
9835,21.113,0.62939,0.
9836,20.952,0.62927,0.
9837,20.792,0.62914,0.
9838,20.632,0.62902,0.
9839,20.471,0.6289,0.
9840,20.311,0.62878,0.
9841,20.15,0.62866,0.
9842,19.99,0.62853,0.
9843,19.83,0.62841,0.
9844,19.669,0.62829,0.
9845,19.509,0.62817,0.
9846,19.348,0.62805,0.
9847,19.188,0.62793,0.
9848,19.028,0.6278,0.
9849,18.867,0.62768,0.
9850,18.707,0.62756,0.
9851,18.546,0.62744,0.
9852,18.386,0.62732,0.
9853,18.226,0.6272,0.
9854,18.065,0.62707,0.
9855,17.905,0.62695,0.
9856,17.744,0.62683,0.
9857,17.584,0.62671,0.
9858,17.424,0.62659,0.
9859,17.263,0.62646,0.
9860,17.103,0.62634,0.
9861,16.942,0.62622,0.
9862,16.782,0.6261,0.
9863,16.622,0.62598,0.
9864,16.461,0.62586,0.
9865,16.301,0.62573,0.
9866,16.14,0.62561,0.
9867,15.98,0.62549,0.
9868,15.82,0.62537,0.
9869,15.659,0.62525,0.
9870,15.499,0.62513,0.
9871,15.338,0.625,0.
9872,15.178,0.62488,0.
9873,15.018,0.62476,0.
9874,14.857,0.62464,0.
9875,14.697,0.62452,0.
9876,14.536,0.6244,0.
9877,14.376,0.62427,0.
9878,14.216,0.62415,0.
9879,14.055,0.62403,0.
9880,13.895,0.62391,0.
9881,13.734,0.62379,0.
9882,13.574,0.62366,0.
9883,13.414,0.62354,0.
9884,13.253,0.62342,0.
9885,13.093,0.6233,0.
9886,12.932,0.62318,0.
9887,12.772,0.62306,0.
9888,12.612,0.62293,0.
9889,12.451,0.62281,0.
9890,12.291,0.62269,0.
9891,12.13,0.62257,0.
9892,11.97,0.62245,0.
9893,11.81,0.62233,0.
9894,11.649,0.6222,0.
9895,11.489,0.62208,0.
9896,11.328,0.62196,0.
9897,11.168,0.62184,0.
9898,11.008,0.62172,0.
9899,10.847,0.62159,0.
9900,10.687,0.62147,0.
9901,10.526,0.62135,0.
9902,10.366,0.62123,0.
9903,10.206,0.62111,0.
9904,10.045,0.62099,0.
9905,9.8847,0.62086,0.
9906,9.7243,0.62074,0.
9907,9.5639,0.62062,0.
9908,9.4035,0.6205,0.
9909,9.2431,0.62038,0.
9910,9.0827,0.62026,0.
9911,8.9223,0.62013,0.
9912,8.7619,0.62001,0.
9913,8.6015,0.61989,0.
9914,8.4411,0.61977,0.
9915,8.2807,0.61965,0.
9916,8.1203,0.61952,0.
9917,7.9599,0.6194,0.
9918,7.7995,0.61928,0.
9919,7.6391,0.61916,0.
9920,7.4787,0.61904,0.
9921,7.3183,0.61892,0.
9922,7.1579,0.61879,0.
9923,6.9975,0.61867,0.
9924,6.8371,0.61855,0.
9925,6.6767,0.61843,0.
9926,6.5163,0.61831,0.
9927,6.3559,0.61819,0.
9928,6.1955,0.61806,0.
9929,6.0351,0.61794,0.
9930,5.8747,0.61782,0.
9931,5.7143,0.6177,0.
9932,5.5539,0.61758,0.
9933,5.3935,0.61745,0.
9934,5.2331,0.61733,0.
9935,5.0727,0.61721,0.
9936,4.9123,0.61709,0.
9937,4.7519,0.61697,0.
9938,4.5915,0.61685,0.
9939,4.4311,0.61672,0.
9940,4.2707,0.6166,0.
9941,4.1103,0.61648,0.
9942,3.9499,0.61636,0.
9943,3.7895,0.61624,0.
9944,3.6291,0.61612,0.
9945,3.4687,0.61599,0.
9946,3.3083,0.61587,0.
9947,3.1479,0.61575,0.
9948,2.9875,0.61563,0.
9949,2.8271,0.61551,0.
9950,23.84,0.47359,0.
9951,23.679,0.4735,0.
9952,23.519,0.47341,0.
9953,23.358,0.47332,0.
9954,23.198,0.47323,0.
9955,23.038,0.47314,0.
9956,22.877,0.47304,0.
9957,22.717,0.47295,0.
9958,22.556,0.47286,0.
9959,22.396,0.47277,0.
9960,22.236,0.47268,0.
9961,22.075,0.47259,0.
9962,21.915,0.4725,0.
9963,21.754,0.47241,0.
9964,21.594,0.47231,0.
9965,21.434,0.47222,0.
9966,21.273,0.47213,0.
9967,21.113,0.47204,0.
9968,20.952,0.47195,0.
9969,20.792,0.47186,0.
9970,20.632,0.47177,0.
9971,20.471,0.47168,0.
9972,20.311,0.47158,0.
9973,20.15,0.47149,0.
9974,19.99,0.4714,0.
9975,19.83,0.47131,0.
9976,19.669,0.47122,0.
9977,19.509,0.47113,0.
9978,19.348,0.47104,0.
9979,19.188,0.47094,0.
9980,19.028,0.47085,0.
9981,18.867,0.47076,0.
9982,18.707,0.47067,0.
9983,18.546,0.47058,0.
9984,18.386,0.47049,0.
9985,18.226,0.4704,0.
9986,18.065,0.47031,0.
9987,17.905,0.47021,0.
9988,17.744,0.47012,0.
9989,17.584,0.47003,0.
9990,17.424,0.46994,0.
9991,17.263,0.46985,0.
9992,17.103,0.46976,0.
9993,16.942,0.46967,0.
9994,16.782,0.46957,0.
9995,16.622,0.46948,0.
9996,16.461,0.46939,0.
9997,16.301,0.4693,0.
9998,16.14,0.46921,0.
9999,15.98,0.46912,0.
10000,15.82,0.46903,0.
10001,15.659,0.46894,0.
10002,15.499,0.46884,0.
10003,15.338,0.46875,0.
10004,15.178,0.46866,0.
10005,15.018,0.46857,0.
10006,14.857,0.46848,0.
10007,14.697,0.46839,0.
10008,14.536,0.4683,0.
10009,14.376,0.4682,0.
10010,14.216,0.46811,0.
10011,14.055,0.46802,0.
10012,13.895,0.46793,0.
10013,13.734,0.46784,0.
10014,13.574,0.46775,0.
10015,13.414,0.46766,0.
10016,13.253,0.46757,0.
10017,13.093,0.46747,0.
10018,12.932,0.46738,0.
10019,12.772,0.46729,0.
10020,12.612,0.4672,0.
10021,12.451,0.46711,0.
10022,12.291,0.46702,0.
10023,12.13,0.46693,0.
10024,11.97,0.46684,0.
10025,11.81,0.46674,0.
10026,11.649,0.46665,0.
10027,11.489,0.46656,0.
10028,11.328,0.46647,0.
10029,11.168,0.46638,0.
10030,11.008,0.46629,0.
10031,10.847,0.4662,0.
10032,10.687,0.4661,0.
10033,10.526,0.46601,0.
10034,10.366,0.46592,0.
10035,10.206,0.46583,0.
10036,10.045,0.46574,0.
10037,9.8847,0.46565,0.
10038,9.7243,0.46556,0.
10039,9.5639,0.46547,0.
10040,9.4035,0.46537,0.
10041,9.2431,0.46528,0.
10042,9.0827,0.46519,0.
10043,8.9223,0.4651,0.
10044,8.7619,0.46501,0.
10045,8.6015,0.46492,0.
10046,8.4411,0.46483,0.
10047,8.2807,0.46473,0.
10048,8.1203,0.46464,0.
10049,7.9599,0.46455,0.
10050,7.7995,0.46446,0.
10051,7.6391,0.46437,0.
10052,7.4787,0.46428,0.
10053,7.3183,0.46419,0.
10054,7.1579,0.4641,0.
10055,6.9975,0.464,0.
10056,6.8371,0.46391,0.
10057,6.6767,0.46382,0.
10058,6.5163,0.46373,0.
10059,6.3559,0.46364,0.
10060,6.1955,0.46355,0.
10061,6.0351,0.46346,0.
10062,5.8747,0.46336,0.
10063,5.7143,0.46327,0.
10064,5.5539,0.46318,0.
10065,5.3935,0.46309,0.
10066,5.2331,0.463,0.
10067,5.0727,0.46291,0.
10068,4.9123,0.46282,0.
10069,4.7519,0.46273,0.
10070,4.5915,0.46263,0.
10071,4.4311,0.46254,0.
10072,4.2707,0.46245,0.
10073,4.1103,0.46236,0.
10074,3.9499,0.46227,0.
10075,3.7895,0.46218,0.
10076,3.6291,0.46209,0.
10077,3.4687,0.462,0.
10078,3.3083,0.4619,0.
10079,3.1479,0.46181,0.
10080,2.9875,0.46172,0.
10081,2.8271,0.46163,0.
10082,23.84,0.31573,0.
10083,23.679,0.31567,0.
10084,23.519,0.31561,0.
10085,23.358,0.31555,0.
